Lead ID,Cost Per Lead,Requested Loan Amount,Time in Business (Months),Annual Revenue Amount,SelfGradedCredit,State,Business Type,Creation Date,Create Time,Lead Status,Conversion Status,Funded Amount,Funded Revenue
505854236,60,14999,201,150000,Good,CA,B Corp,11/14/17,12:20:00 PM,Activated,,,
505854423,60,29999,131,400000,Fair,CA,C Corp,11/14/17,12:23:00 PM,Activated,,,
505854613,25,14999,22,100000,Poor,OH,A Corp,11/14/17,12:26:00 PM,Activated,,,
505854970,60,14999,70,275000,Good,FL,E Corp,11/14/17,12:32:00 PM,Activated,,,
505855284,60,10000,56,120000,Poor,MN,B Corp,11/14/17,12:38:00 PM,Pending,,,
505855670,60,6000,68,164000,Poor,WA,E Corp,11/14/17,12:47:00 PM,Activated,,,
505855806,25,14999,13,120000,Poor,CT,A Corp,11/14/17,12:50:00 PM,Pending,,,
505856212,60,200000,21,2000000,Good,TX,A Corp,11/14/17,12:59:00 PM,Activated,,,
505856395,60,44999,14,240000,Poor,TN,E Corp,11/14/17,1:05:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
505875254,60,45000,45,250000,Good,WA,A Corp,11/15/17,6:29:00 AM,Activated,,,
505875762,60,25000,321,300000,Fair,MO,B Corp,11/15/17,6:59:00 AM,Activated,,,
505876998,60,29999,12,480000,Poor,FL,C Corp,11/15/17,7:50:00 AM,Failed,,,
505877062,60,65000,141,325000,Fair,MA,B Corp,11/15/17,7:53:00 AM,Failed,,,
505877219,60,74999,34,120000,Poor,CA,C Corp,11/15/17,7:56:00 AM,Activated,,,
505877342,60,50000,34,120000,Good,MS,C Corp,11/15/17,7:59:00 AM,Failed,,,
505877466,60,20000,305,450000,Fair,MA,B Corp,11/15/17,8:05:00 AM,Pending,,,
505877871,25,40000,22,100000,Fair,VA,B Corp,11/15/17,8:14:00 AM,Failed,,,
505877875,60,100000,26,170000,Poor,TX,B Corp,11/15/17,8:14:00 AM,Failed,,,
505878369,60,14999,47,100000,Poor,CA,A Corp,11/15/17,8:29:00 AM,Failed,,,
505878680,60,15000,53,125000,Poor,NY,B Corp,11/15/17,8:35:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505878859,60,18000,145,150000,Good,FL,A Corp,11/15/17,8:41:00 AM,Failed,,,
505879232,60,44999,46,500000,Poor,TX,B Corp,11/15/17,8:53:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505879381,60,20000,31,170000,Fair,MO,A Corp,11/15/17,8:05:00 AM,Activated,,,
505879411,60,14999,54,274000,Good,VA,A Corp,11/15/17,8:56:00 AM,Failed,,,
505880294,60,29999,184,450000,Fair,NC,C Corp,11/15/17,4:54:00 PM,Confirmed,Lost,0.0,0.0
505880484,60,14999,24,225000,Poor,NJ,A Corp,11/15/17,9:38:00 AM,Failed,,,
505880854,25,29999,17,150000,Fair,OH,A Corp,11/15/17,9:50:00 AM,Activated,,,
505881123,60,50000,20,300000,Fair,KY,E Corp,11/15/17,9:56:00 AM,Activated,,,
505881217,60,10000,36,100000,Poor,CA,B Corp,11/15/17,9:59:00 AM,Failed,,,
505881522,60,44999,121,2309824,Good,ME,B Corp,11/15/17,10:08:00 AM,Failed,,,
505882471,60,149999,237,450000,Good,WI,E Corp,11/15/17,10:29:00 AM,Failed,,,
505883158,60,14999,149,200000,Good,TX,B Corp,11/15/17,10:50:00 AM,Failed,,,
505883468,60,15000,91,265000,Fair,DC,B Corp,11/15/17,10:59:00 AM,Failed,,,
505883509,60,74999,36,150000,Good,NY,A Corp,11/15/17,10:59:00 AM,Failed,,,
505883614,60,50000,57,800000,Poor,AZ,E Corp,11/15/17,11:02:00 AM,Activated,,,
505884311,60,149999,82,100000,Good,VA,A Corp,11/15/17,11:23:00 AM,Failed,,,
505884406,60,35000,146,160000,Good,MA,B Corp,11/15/17,11:29:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505884711,25,15000,21,100000,Poor,FL,A Corp,11/15/17,11:32:00 AM,Activated,,,
505884891,60,73700,31,139000,Poor,FL,A Corp,11/15/17,11:38:00 AM,Failed,,,
505885382,60,29999,25,100000,Fair,NY,A Corp,11/15/17,11:53:00 AM,Failed,,,
505885421,60,14999,78,220000,Fair,CA,E Corp,11/15/17,11:53:00 AM,Activated,,,
505885790,60,14999,55,250000,Poor,TX,B Corp,11/15/17,12:05:00 PM,Activated,,,
505885849,60,149999,79,1900000,Good,AZ,A Corp,11/15/17,12:09:00 PM,Failed,,,
505886017,60,149999,12,240000,Poor,IL,A Corp,11/15/17,12:14:00 PM,Failed,,,
505886116,60,74999,25,360000,Good,NM,A Corp,11/15/17,12:17:00 PM,Failed,,,
505886161,60,149999,167,2300000,Good,IN,A Corp,11/15/17,12:17:00 PM,Pending,,,
505886522,25,29999,12,150000,Good,TX,A Corp,11/15/17,12:29:00 PM,Pending,,,
505887151,60,29999,29,150000,Good,FL,B Corp,11/15/17,12:47:00 PM,Failed,,,
505887317,60,5000,215,200000,Poor,CA,D Corp,11/15/17,12:53:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
505887364,60,29999,59,135000,Good,MI,A Corp,11/15/17,12:56:00 PM,Pending,,,
505887517,60,149999,94,180000,Good,CA,C Corp,11/15/17,1:02:00 PM,Failed,,,
505888600,60,14999,165,765789,Good,FL,B Corp,11/15/17,1:35:00 PM,Failed,,,
505889109,60,13000,36,100000,Fair,SC,A Corp,11/15/17,1:53:00 PM,Failed,,,
505889405,60,29999,862,2444320,Good,CA,C Corp,11/15/17,2:05:00 PM,Activated,,,
505889728,60,74999,80,290000,Good,NV,A Corp,11/15/17,2:17:00 PM,Failed,,,
505889834,60,60000,42,180000,Poor,WI,A Corp,11/15/17,2:20:00 PM,Failed,,,
505904774,60,100000,244,1200000,Fair,FL,A Corp,11/16/17,7:11:00 AM,Failed,,,
505906291,60,80000,74,550000,Fair,TX,B Corp,11/16/17,8:14:00 AM,Activated,,,
505906868,60,74999,18,400000,Poor,SC,A Corp,11/16/17,8:38:00 AM,Pending,,,
505907388,60,149999,255,6000000,Fair,IL,C Corp,11/16/17,8:59:00 AM,Pending,,,
505907628,60,14999,34,100000,Poor,GA,B Corp,11/16/17,9:05:00 AM,Failed,,,
505907841,60,74999,113,175000,Good,DE,A Corp,11/16/17,9:17:00 AM,Pending,,,
505907996,60,74999,112,175000,Fair,AR,B Corp,11/16/17,9:23:00 AM,Failed,,,
505908006,25,29999,12,190000,Fair,FL,A Corp,11/16/17,9:23:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505908138,60,14999,58,125000,Good,NE,A Corp,11/16/17,9:29:00 AM,Failed,,,
505908523,60,74999,69,585000,Fair,CA,A Corp,11/16/17,2:46:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
505908526,60,149999,26,2000000,Good,NC,A Corp,11/16/17,9:41:00 AM,Failed,,,
505909048,60,5000,43,150000,Poor,TX,B Corp,11/16/17,9:59:00 AM,Pending,,,
505909051,60,29999,154,220000,Fair,PA,A Corp,11/16/17,9:59:00 AM,Activated,,,
505909062,25,30000,22,180000,Poor,IN,E Corp,11/16/17,9:59:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505909219,60,20000,79,160000,Fair,GA,B Corp,11/16/17,10:05:00 AM,Failed,,,
505909261,60,5000,111,300000,Fair,CA,B Corp,9/14/17,9:20:00 AM,Failed,,,
505909339,60,14999,14,275000,Poor,VA,A Corp,11/16/17,10:11:00 AM,Activated,,,
505909538,60,74999,197,750500,Fair,MN,C Corp,11/16/17,10:14:00 AM,Pending,,,
505909920,60,20000,111,289000,Fair,TX,B Corp,11/16/17,10:23:00 AM,Activated,,,
505910134,60,29999,24,100000,Poor,MI,A Corp,11/16/17,10:26:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505910161,25,45000,19,180000,Poor,FL,C Corp,11/16/17,10:29:00 AM,Activated,,,
505910266,25,15000,21,120000,Poor,CA,B Corp,11/16/17,10:29:00 AM,Failed,,,
505910422,60,6000,26,180000,Poor,FL,B Corp,11/16/17,10:32:00 AM,Activated,,,
505910449,60,149999,96,600000,Poor,FL,E Corp,11/16/17,10:35:00 AM,Failed,,,
505910504,60,180000,46,550000,Good,NY,A Corp,11/16/17,10:35:00 AM,Activated,,,
505910662,60,29999,67,581540,Poor,NJ,A Corp,11/16/17,10:38:00 AM,Pending,,,
505910856,25,14999,22,160000,Fair,AZ,A Corp,11/16/17,10:41:00 AM,Failed,,,
505910865,25,20000,20,150000,Poor,CA,C Corp,11/16/17,10:41:00 AM,Activated,,,
505911025,60,44999,82,250000,Poor,TX,A Corp,11/16/17,10:44:00 AM,Pending,,,
505911046,60,50000,44,250000,Poor,MI,B Corp,11/16/17,10:44:00 AM,Activated,,,
505911105,60,15000,33,104000,Fair,FL,B Corp,11/16/17,10:44:00 AM,Activated,,,
505911405,60,65000,22,1000000,Fair,TX,A Corp,11/16/17,10:50:00 AM,Pending,,,
505911798,60,149999,72,800000,Good,NY,A Corp,11/16/17,10:56:00 AM,Activated,,,
505912063,60,149999,30,300000,Poor,TX,A Corp,11/16/17,11:02:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505912078,60,14999,158,800000,Good,LA,B Corp,11/16/17,11:02:00 AM,Activated,,,
505912161,25,5000,22,120000,Poor,NY,A Corp,11/16/17,11:02:00 AM,Failed,,,
505912295,60,50000,13,250000,Poor,IL,E Corp,11/16/17,11:05:00 AM,Confirmed,Lost,0.0,0.0
505912532,25,10000,22,150000,Poor,IN,A Corp,11/16/17,11:11:00 AM,Activated,,,
505912647,60,60000,102,600000,Poor,NY,E Corp,11/16/17,11:11:00 AM,Activated,,,
505912746,60,149999,201,3000000,Good,OH,A Corp,11/16/17,11:14:00 AM,Pending,,,
505913150,60,250000,67,350000,Good,GA,C Corp,11/16/17,11:23:00 AM,Failed,,,
505913291,60,149999,337,995000,Fair,CO,E Corp,11/16/17,11:26:00 AM,Failed,,,
505913346,60,5000,72,172800,Fair,ID,E Corp,11/16/17,11:26:00 AM,Failed,,,
505913514,60,200000,34,350000,Fair,SC,D Corp,11/16/17,11:29:00 AM,Failed,,,
505913694,60,14999,25,100000,Poor,NJ,A Corp,11/16/17,11:35:00 AM,Failed,,,
505913802,60,29999,72,220000,Poor,NY,E Corp,11/16/17,11:38:00 AM,Pending,,,
505913837,25,35000,19,137000,Fair,GA,D Corp,11/16/17,11:38:00 AM,Failed,,,
505914056,60,60000,30,100000,Good,NC,A Corp,11/16/17,11:41:00 AM,Activated,,,
505933615,60,8000,115,950000,Poor,AZ,C Corp,11/17/17,6:29:00 AM,Failed,,,
505934311,60,29999,286,100000,Good,MA,E Corp,11/17/17,7:11:00 AM,Pending,,,
505934883,60,44999,199,120000,Poor,MD,B Corp,11/17/17,7:41:00 AM,Failed,,,
505935602,60,29999,67,150000,Good,RI,A Corp,11/17/17,8:14:00 AM,Pending,,,
505936167,60,29999,29,775000,Fair,NY,E Corp,11/17/17,8:35:00 AM,Failed,,,
505936678,60,74999,94,700000,Fair,CA,E Corp,11/17/17,8:53:00 AM,Failed,,,
505936875,60,14999,253,448000,Fair,FL,E Corp,11/17/17,9:02:00 AM,Failed,,,
505937329,60,10000,25,120000,Poor,WA,B Corp,11/17/17,9:17:00 AM,Failed,,,
505937480,60,14999,12,250000,Poor,TX,B Corp,11/17/17,9:23:00 AM,Activated,,,
505937805,60,35000,34,300000,Fair,CO,E Corp,11/17/17,9:35:00 AM,Failed,,,
505938139,60,30000,72,140000,Fair,CA,D Corp,11/17/17,9:47:00 AM,Pending,,,
505938472,60,29999,119,130000,Fair,NM,A Corp,11/17/17,9:59:00 AM,Failed,,,
505938671,60,149999,70,111188,Good,FL,A Corp,11/17/17,10:05:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505938691,60,44999,114,230000,Fair,CA,B Corp,11/17/17,10:05:00 AM,Activated,,,
505938803,60,29999,97,100000,Fair,CA,B Corp,11/17/17,10:11:00 AM,Failed,,,
505939249,60,70000,235,2000000,Poor,FL,C Corp,11/17/17,10:29:00 AM,Failed,,,
505939467,60,44999,46,100000,Poor,IA,B Corp,11/17/17,10:35:00 AM,Failed,,,
505939495,60,50000,26,100000,Good,MN,E Corp,11/17/17,10:38:00 AM,Pending,,,
505939767,60,14999,122,150000,Good,FL,B Corp,11/17/17,10:47:00 AM,Activated,,,
505940122,60,40000,26,300000,Poor,TX,B Corp,11/17/17,10:59:00 AM,Activated,,,
505940275,60,29999,113,150000,Poor,TX,A Corp,11/17/17,11:05:00 AM,Activated,,,
505940473,60,5000,274,130000,Fair,TX,B Corp,11/17/17,11:11:00 AM,Pending,,,
505940520,60,10000,214,103000,Good,CA,B Corp,11/17/17,11:14:00 AM,Activated,,,
505940945,60,74999,202,1100000,Fair,WI,E Corp,11/17/17,11:29:00 AM,Activated,,,
505941093,60,250000,30,930000,Good,MA,E Corp,11/17/17,11:35:00 AM,Failed,,,
505941221,60,29999,51,200000,Poor,SC,A Corp,11/17/17,11:41:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505941394,60,149999,54,100000,Good,FL,A Corp,11/17/17,11:47:00 AM,Failed,,,
505942009,60,29999,33,175000,Poor,LA,A Corp,11/17/17,12:08:00 PM,Activated,,,
505942448,60,74999,93,310000,Good,TX,C Corp,11/17/17,12:26:00 PM,Pending,,,
505942777,60,149999,459,1400000,Good,PA,A Corp,11/17/17,12:38:00 PM,Activated,,,
505943044,60,29999,94,100000,Fair,FL,A Corp,11/17/17,12:50:00 PM,Failed,,,
505943165,60,74999,82,1100000,Fair,IL,E Corp,11/17/17,12:53:00 PM,Pending,,,
505943518,60,14999,89,200000,Good,MI,B Corp,11/17/17,1:08:00 PM,Failed,,,
505943561,60,149999,200,600000,Good,NY,E Corp,11/17/17,1:11:00 PM,Failed,,,
505943613,60,29999,137,500000,Poor,NJ,A Corp,11/17/17,1:11:00 PM,Activated,,,
505943834,60,100000,35,150000,Good,CA,B Corp,11/17/17,8:47:00 AM,Pending,,,
505944042,60,44999,42,100000,Fair,PA,B Corp,11/17/17,1:29:00 PM,Failed,,,
505944133,60,50000,43,110000,Good,CA,B Corp,11/17/17,1:35:00 PM,Failed,,,
505944391,60,149999,178,350000,Good,CA,C Corp,11/17/17,1:44:00 PM,Failed,,,
505945411,25,74999,12,192000,Poor,IA,B Corp,11/17/17,2:29:00 PM,Failed,,,
505945470,60,74999,94,350000,Good,NY,B Corp,11/17/17,2:32:00 PM,Failed,,,
505945520,60,50000,79,444454,Good,WA,A Corp,11/17/17,2:35:00 PM,Activated,,,
505945859,60,60000,92,700000,Good,NJ,C Corp,11/17/17,2:50:00 PM,Failed,,,
505946042,60,149999,171,7500000,Fair,NJ,C Corp,11/17/17,2:59:00 PM,Failed,,,
505946077,60,35000,42,190000,Good,OH,B Corp,11/17/17,2:59:00 PM,Failed,,,
505956361,60,65000,56,500300,Fair,GA,A Corp,11/18/17,8:11:00 AM,Confirmed,Lost,0.0,0.0
505956425,60,44999,123,200000,Good,IL,C Corp,11/18/17,6:41:00 AM,Activated,,,
505956755,60,74999,43,4000000,Good,FL,A Corp,11/18/17,7:05:00 AM,Failed,,,
505956918,60,35000,81,310000,Good,HI,A Corp,11/18/17,7:17:00 AM,Failed,,,
505957078,60,60000,220,550000,Good,VA,E Corp,11/18/17,7:26:00 AM,Pending,,,
505957130,60,80000,29,325000,Good,NJ,D Corp,11/18/17,7:29:00 AM,Failed,,,
505957685,60,20000,160,180000,Good,OH,E Corp,11/18/17,9:50:00 AM,Activated,,,
505957797,60,74999,33,400000,Poor,TX,A Corp,11/18/17,8:14:00 AM,Pending,,,
505958142,60,44999,89,525000,Good,AR,C Corp,11/18/17,8:29:00 AM,Pending,,,
505958406,60,225000,152,418000,Poor,FL,B Corp,11/18/17,8:44:00 AM,Pending,,,
505958488,60,15000,28,168000,Good,SC,A Corp,11/18/17,8:50:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505958602,60,29999,96,165000,Good,AZ,A Corp,11/18/17,8:56:00 AM,Failed,,,
505958874,60,44999,78,280000,Poor,CT,C Corp,11/18/17,9:11:00 AM,Failed,,,
505959070,60,15000,93,200000,Good,NY,B Corp,11/18/17,9:23:00 AM,Failed,,,
505959086,60,74999,79,140000,Good,RI,A Corp,11/18/17,9:23:00 AM,Failed,,,
505959293,25,30000,13,150000,Fair,NC,B Corp,11/18/17,9:35:00 AM,Failed,,,
505959325,60,100000,163,1500000,Good,SC,E Corp,11/18/17,9:35:00 AM,Failed,,,
505959420,60,44999,91,300000,Good,IL,B Corp,11/18/17,9:41:00 AM,Failed,,,
505959472,60,44999,38,160000,Fair,IL,E Corp,11/18/17,9:44:00 AM,Activated,,,
505959923,60,74999,122,360000,Fair,VA,A Corp,11/18/17,10:05:00 AM,Failed,,,
505959951,25,30000,22,150000,Fair,OR,D Corp,11/18/17,10:08:00 AM,Activated,,,
505960246,60,50000,32,650000,Fair,CA,C Corp,11/18/17,10:20:00 AM,Failed,,,
505960305,60,25000,110,125000,Good,NY,E Corp,11/18/17,10:23:00 AM,Activated,,,
505960421,60,15000,12,300000,Poor,NC,A Corp,11/18/17,10:29:00 AM,Pending,,,
505960707,60,200000,34,1800000,Poor,MI,E Corp,11/18/17,10:41:00 AM,Pending,,,
505960800,60,14999,137,100000,Poor,PA,A Corp,11/18/17,10:47:00 AM,Failed,,,
505960811,60,50000,31,200000,Poor,IL,B Corp,11/18/17,10:47:00 AM,Failed,,,
505960851,60,149999,54,1300000,Good,OR,E Corp,11/18/17,3:14:00 PM,Pending,,,
505960938,60,50000,157,550000,Good,KY,E Corp,11/18/17,3:17:00 PM,Failed,,,
505960966,60,50000,324,268000,Poor,HI,B Corp,11/18/17,3:17:00 PM,Activated,,,
505960974,60,14999,32,250000,Fair,FL,C Corp,11/18/17,3:17:00 PM,Failed,,,
505961256,25,8000,13,100000,Fair,NY,E Corp,11/18/17,3:26:00 PM,Activated,,,
505961281,60,74999,190,100000,Good,VA,C Corp,11/18/17,3:26:00 PM,Failed,,,
505961288,60,14999,48,2100000,Good,FL,A Corp,11/18/17,3:26:00 PM,Pending,,,
505961329,25,10000,12,100000,Good,NY,B Corp,11/18/17,3:26:00 PM,Failed,,,
505961542,60,14999,106,1514000,Poor,TX,B Corp,11/18/17,3:32:00 PM,Activated,,,
505961568,60,6000,82,150000,Poor,TX,B Corp,11/18/17,3:32:00 PM,Activated,,,
505961811,25,149999,23,156000,Good,CA,E Corp,11/18/17,3:38:00 PM,Failed,,,
505963257,25,78000,13,130000,Fair,GA,E Corp,11/18/17,3:50:00 PM,Failed,,,
505963952,60,10000,192,175000,Poor,CA,B Corp,11/18/17,3:59:00 PM,Failed,,,
505964374,60,20000,16,250000,Fair,TX,A Corp,11/18/17,3:59:00 PM,Confirmed,Lost,0.0,0.0
505965015,60,9985,34,188000,Poor,NY,C Corp,11/18/17,4:08:00 PM,Failed,,,
505965561,60,149999,58,450000,Good,NC,A Corp,11/18/17,4:17:00 PM,Activated,,,
505965733,60,29999,64,350000,Poor,OK,A Corp,11/18/17,4:20:00 PM,Failed,,,
505966055,60,149999,43,250000,Good,CT,E Corp,11/18/17,4:23:00 PM,Pending,,,
505966343,60,29999,33,325000,Good,NY,D Corp,11/18/17,4:26:00 PM,Failed,,,
505966614,60,10000,43,275000,Poor,TX,E Corp,11/18/17,4:41:00 PM,Failed,,,
505976293,60,74999,26,500000,Good,NJ,C Corp,11/19/17,6:14:00 AM,Failed,,,
505976423,60,150000,40,650000,Good,MI,E Corp,11/19/17,6:29:00 AM,Failed,,,
505976478,60,35000,121,225000,Good,MA,B Corp,11/19/17,6:35:00 AM,Failed,,,
505977363,60,225000,246,1000900,Poor,TX,B Corp,11/19/17,7:50:00 AM,Failed,,,
505977591,25,10000,17,120000,Fair,MD,B Corp,11/19/17,8:05:00 AM,Failed,,,
505977783,60,20000,36,2000000,Fair,FL,E Corp,11/19/17,8:20:00 AM,Activated,,,
505977869,60,29999,31,182000,Poor,NC,B Corp,11/19/17,8:26:00 AM,Failed,,,
505977929,60,74999,148,689999,Good,CA,E Corp,11/19/17,8:29:00 AM,Failed,,,
505978151,60,29999,74,275000,Fair,PA,A Corp,11/19/17,8:44:00 AM,Activated,,,
505978365,60,30000,31,760000,Fair,CA,E Corp,11/19/17,8:56:00 AM,Failed,,,
505978929,60,30000,34,500000,Good,NY,A Corp,11/19/17,9:32:00 AM,Pending,,,
505979529,60,14999,26,190000,Poor,TN,B Corp,11/19/17,10:05:00 AM,Pending,,,
505979588,60,29999,458,892627,Good,LA,E Corp,11/19/17,10:08:00 AM,Activated,,,
505980053,60,15000,57,115000,Fair,OH,A Corp,11/19/17,10:35:00 AM,Failed,,,
505980750,60,149999,37,700000,Good,TX,A Corp,11/19/17,3:39:00 PM,Failed,,,
505981184,60,18000,38,120000,Fair,TX,B Corp,11/19/17,11:41:00 AM,Failed,,,
505981217,60,149999,59,2000000,Good,GA,E Corp,11/19/17,11:44:00 AM,Confirmed,Lost,0.0,0.0
505981429,60,20000,43,110000,Poor,KY,C Corp,11/19/17,11:56:00 AM,Failed,,,
505981519,25,50000,23,100000,Poor,CA,B Corp,11/19/17,12:02:00 PM,Failed,,,
505981525,25,14999,22,104400,Fair,OK,A Corp,11/19/17,12:02:00 PM,Failed,,,
505982187,60,74999,108,266000,Poor,NY,E Corp,11/19/17,11:23:00 AM,Pending,,,
505982503,25,14999,12,118000,Poor,IL,B Corp,11/19/17,12:56:00 PM,Pending,,,
505982886,60,74999,53,280000,Fair,MD,A Corp,11/19/17,1:17:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
505983384,60,149999,41,270000,Good,MD,A Corp,11/19/17,1:47:00 PM,Activated,,,
505984094,60,29999,42,125000,Good,AK,A Corp,11/19/17,2:29:00 PM,Open,,,
505984421,60,149999,271,120000,Poor,NJ,D Corp,11/19/17,2:47:00 PM,Pending,,,
505984882,60,149999,42,400000,Good,NY,B Corp,11/19/17,3:14:00 PM,Failed,,,
505985075,60,60000,48,325000,Good,NY,E Corp,11/19/17,3:26:00 PM,Failed,,,
505985465,60,15000,104,130000,Poor,CA,B Corp,11/19/17,3:47:00 PM,Failed,,,
505985909,60,100000,62,900000,Good,TN,A Corp,11/19/17,4:14:00 PM,Activated,,,
505985947,60,200000,21,250000,Poor,IL,A Corp,11/19/17,4:17:00 PM,Pending,,,
505986054,60,74999,66,245000,Fair,CA,B Corp,11/19/17,4:23:00 PM,Failed,,,
505986491,60,35000,14,200000,Poor,IN,A Corp,11/19/17,4:50:00 PM,Open,,,
505986720,60,100000,118,120000,Poor,CA,B Corp,11/20/17,5:02:00 PM,Pending,,,
505987027,60,29999,27,200000,Fair,MA,C Corp,11/20/17,5:20:00 PM,Activated,,,
505987151,60,25000,117,600000,Fair,CT,B Corp,11/20/17,5:26:00 PM,Pending,,,
505987348,60,150000,36,1965000,Fair,OH,E Corp,11/20/17,5:38:00 PM,Pending,,,
505987675,60,50000,51,150000,Poor,TX,B Corp,11/20/17,5:59:00 PM,Failed,,,
505987893,60,50000,46,318000,Good,NE,C Corp,11/20/17,6:11:00 PM,Failed,,,
505988141,60,15000,125,950000,Fair,KY,C Corp,11/20/17,6:26:00 PM,Failed,,,
505988524,25,8000,12,100000,Poor,IN,A Corp,11/20/17,6:50:00 PM,Confirmed,Declined/Not Eligible,0.0,0.0
505988574,60,30000,100,400000,Fair,OK,A Corp,11/20/17,6:50:00 PM,Failed,,,
505988589,25,15000,22,120000,Poor,SC,A Corp,11/20/17,6:53:00 PM,Failed,,,
505988617,60,29999,182,1000000,Fair,TX,B Corp,11/20/17,6:53:00 PM,Failed,,,
505988639,60,60000,41,115000,Fair,CA,B Corp,11/20/17,6:56:00 PM,Failed,,,
505988759,60,125000,57,300000,Good,NY,C Corp,11/20/17,7:02:00 PM,Pending,,,
505989738,60,74999,73,300000,Good,MI,A Corp,11/20/17,8:05:00 PM,Confirmed,Lost,0.0,0.0
505989759,60,44999,384,850000,Poor,MA,C Corp,11/20/17,8:08:00 PM,Failed,,,
505990012,60,40000,35,350000,Poor,CA,B Corp,11/20/17,8:26:00 PM,Failed,,,
505990124,60,29999,44,200000,Good,CA,B Corp,11/20/17,8:35:00 PM,Failed,,,
505994561,60,15000,176,500000,Poor,FL,C Corp,11/20/17,6:47:00 AM,Pending,,,
505994598,60,50000,65,300000,Poor,MI,E Corp,11/20/17,6:50:00 AM,Activated,,,
505994607,60,5000,25,200000,Poor,NC,B Corp,11/20/17,6:50:00 AM,Failed,,,
505994751,60,14999,39,150000,Poor,VA,B Corp,11/20/17,10:58:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505994816,60,74999,246,1300000,Fair,IL,E Corp,11/20/17,7:02:00 AM,Failed,,,
505994836,25,14999,21,110000,Good,MO,A Corp,11/20/17,7:02:00 AM,Activated,,,
505995282,60,149999,113,1629000,Fair,CA,E Corp,11/20/17,7:29:00 AM,Failed,,,
505995394,25,44999,19,112000,Good,FL,B Corp,11/20/17,7:32:00 AM,Failed,,,
505995943,60,15000,56,100000,Poor,ID,B Corp,11/20/17,7:56:00 AM,Pending,,,
505996182,60,20000,292,150000,Good,FL,C Corp,11/20/17,8:05:00 AM,Failed,,,
505997155,60,10000,40,150000,Poor,CO,A Corp,11/20/17,8:44:00 AM,Pending,,,
505997992,25,14999,16,125000,Good,GA,A Corp,11/20/17,9:11:00 AM,Failed,,,
505998378,60,29999,54,1500000,Good,UT,A Corp,11/20/17,6:59:00 AM,Confirmed,Funded,90000.0,13500.0
505998582,60,14999,94,500000,Fair,GA,C Corp,11/20/17,9:29:00 AM,Failed,,,
505998664,60,14999,12,250000,Poor,PA,A Corp,11/20/17,9:32:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
505998765,60,25000,118,1000000,Fair,NY,E Corp,11/20/17,9:35:00 AM,Pending,,,
505998929,60,20000,39,259000,Fair,TX,B Corp,11/20/17,9:41:00 AM,Failed,,,
505999061,60,60000,20,200000,Poor,MS,A Corp,11/20/17,9:44:00 AM,Pending,,,
505999635,25,44999,12,150000,Poor,WI,E Corp,11/20/17,10:02:00 AM,Pending,,,
505999707,60,29999,25,237000,Fair,MD,A Corp,11/20/17,10:02:00 AM,Failed,,,
505999850,60,29999,57,1200000,Good,TX,A Corp,11/20/17,7:44:00 AM,Failed,,,
505999876,60,50000,48,200000,Fair,NC,A Corp,11/20/17,10:08:00 AM,Activated,,,
505999880,25,14999,17,135000,Poor,NC,A Corp,11/20/17,10:08:00 AM,Activated,,,
505999896,60,29999,433,100000,Fair,AK,E Corp,11/20/17,10:08:00 AM,Failed,,,
506000065,60,44999,130,295000,Poor,TX,B Corp,11/20/17,10:11:00 AM,Failed,,,
506000273,60,149999,22,1000000,Good,NC,A Corp,11/20/17,10:17:00 AM,Failed,,,
506000322,25,15000,14,150000,Poor,TX,B Corp,11/20/17,10:17:00 AM,Failed,,,
506000447,60,14999,46,500000,Poor,CA,B Corp,11/20/17,10:20:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
506000584,60,29999,207,167000,Fair,PA,A Corp,11/20/17,10:23:00 AM,Pending,,,
506001089,60,110000,104,160000,Poor,NE,B Corp,11/20/17,10:35:00 AM,Failed,,,
506001245,60,74999,30,2500000,Poor,LA,A Corp,11/20/17,10:38:00 AM,Failed,,,
506001396,60,14999,62,116000,Good,AZ,A Corp,11/20/17,10:41:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
506001418,60,14999,135,923000,Good,MO,A Corp,11/20/17,10:41:00 AM,Confirmed,Declined/Not Eligible,0.0,0.0
506001486,60,14999,130,277000,Good,MD,A Corp,11/20/17,10:41:00 AM,Failed,,,
506001497,60,100000,24,750000,Good,GA,A Corp,11/20/17,10:41:00 AM,Failed,,,
